AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PM2.5
22.7,2.05,0.57,0.13,1.7,20.6,22.3,28.2,73,0,85,2.2,2.18,51,76,0.8,0.8,38
22.4,2.02,0.51,0.11,1.5,15.4,16.9,31.9,70,0,86,2.2,2.14,28,18,1.7,1,41
21.9,2.05,0.51,0.14,1.1,16.2,17.3,27.6,67,0,87,2.5,2.19,16,25,1.8,1.5,44
21.3,2.25,0.5,0.11,0.8,15.5,16.3,20.4,68,0,90,2.3,2.36,13,7,2.5,1.9,41
20.4,2.15,0.46,0.07,0.9,10.5,11.4,22.8,77,0,91,1.8,2.22,9,7,2.9,2.5,44
19.8,1.99,0.48,0.06,0.9,10.7,11.5,22.9,72,0,90,2.8,2.05,13,21,2.9,2.6,40
19.4,1.97,0.52,0.06,0.6,11.2,11.9,21.1,70,0,89,2.7,2.04,22,23,2.8,2.5,43
19.2,1.95,0.45,0.07,0.3,8.8,9.2,25.1,65,0,91,1.7,2.02,17,13,2.9,2.5,39
19.1,1.98,0.48,0.08,1.1,9.2,10.2,22.1,73,0,91,1.6,2.06,24,26,2.8,2.6,43
20.1,1.98,0.51,0.1,2.4,10.8,13.2,23.1,78,0,87,2.1,2.08,30,16,3.1,2.3,49
21.8,1.99,0.53,0.09,2.9,10.4,13.3,30.4,76,0,77,2.1,2.09,18,14,3.7,2.7,52
23.1,1.94,0.5,0.09,2.2,9.1,11.4,38,63,0,70,2.2,2.03,13,13,2.8,2.6,46
24.8,1.93,0.49,0.08,1.8,8.9,10.6,46.8,62,0,61,2.6,2,6,354,2.9,2.5,37
26.2,1.89,0.45,0.06,1.4,7.2,8.6,53,47,0,53,3.2,1.95,354,338,2.8,2.3,26
26.8,1.9,0.49,0.07,1.4,8.9,10.3,57.3,61,0,54,3.8,1.98,323,314,2.9,2.7,21
26.2,1.88,0.42,0.08,1.4,9.1,10.6,59.5,74,0,58,3.2,1.96,335,331,3.4,3.1,24
25.4,1.87,0.41,0.08,1.3,8.5,9.8,55.6,66,0,60,2.8,1.94,340,350,3.5,2.9,26
24.1,1.86,0.43,0.09,1.3,10.7,12,50.4,53,0,65,2.8,1.95,345,347,2.6,2.7,19
22.6,1.87,0.47,0.11,0.7,13.5,14.2,45.1,45,0,70,3,1.98,354,10,3.2,2.7,13
21.3,1.88,0.42,0.09,0.7,11.5,12.2,42.1,56,0,74,2.2,1.97,15,16,3.3,2.9,13
20.4,1.88,0.37,0.07,0.9,10.1,11,39.1,53,0,76,1.8,1.95,5,15,4,2.9,19
19.8,1.89,0.37,0.08,0.9,12.3,13.3,33.2,45,0,78,1.7,1.97,20,30,3.5,2.7,11
19.6,1.89,0.37,0.07,0.8,12.2,13,30.6,40,0,77,2.1,1.96,23,25,3.2,2.9,10
19.3,1.9,0.42,0.07,1,15.1,16.1,25.1,40,0,77,2.9,1.97,24,23,3,2.7,10
19.2,1.92,0.38,0.08,0.7,13.7,14.4,25.9,37,0,75,2.5,2,14,16,3.2,2.3,13
19.1,1.93,0.33,0.07,0.7,12.3,13,26.3,28,0,75,2,1.99,14,24,2.7,2.5,10
19.5,1.93,0.31,0.07,1,13.4,14.4,26.4,36,0,72,1.5,2,32,43,2.3,2.2,13
19.6,1.97,0.34,0.08,1,12.2,13.2,25.6,42,0,72,1.8,2.04,54,76,1.4,1.6,12
19.8,1.99,0.35,0.09,1.1,12.1,13.1,24.7,50,0,75,1.5,2.08,103,50,0.6,0.7,17
19.7,2.07,0.38,0.13,1.2,13.1,14.2,21,45,0,77,1.4,2.2,80,79,1,0.9,16
19.6,2.09,0.4,0.13,1.1,13.8,14.9,18.6,49,0,77,1.3,2.22,16,8,1.8,1,18
18.6,2.13,0.44,0.12,1.4,18,19.4,10.4,55,0,81,1.5,2.26,21,18,1.9,2.1,23
19.2,2.13,0.54,0.15,5.8,23.1,28.9,9.5,61,0,79,2.9,2.29,21,22,2.3,1.9,27
21,2.07,0.6,0.15,7.7,20.2,27.9,17.3,59,0,72,3.9,2.22,21,12,1.7,1.9,31
23.3,2.02,0.62,0.17,6.1,18.9,24.9,28.6,72,0,64,3.3,2.19,28,31,1.9,1.7,30
25.4,2.01,0.58,0.15,4.4,16.3,20.7,40.4,75,0,57,2.8,2.15,6,356,1.9,1.2,37
26.8,1.95,0.47,0.1,2.5,11.2,13.7,52.1,59,0,54,2,2.05,347,333,2.2,1.2,36
27.6,1.9,0.4,0.07,1.9,9.3,11.1,55.8,44,0,52,2.2,1.97,341,333,2.3,1.8,32
28.1,1.9,0.41,0.08,1.8,9.8,11.6,57.9,48,0,51,2.5,1.98,332,319,2.9,2.2,23
27.3,1.9,0.4,0.09,1.8,10.9,12.6,55.2,1000,0,58,2.9,1.99,320,323,3.1,3,784
26.6,1.88,0.39,0.09,1.5,9.7,11.2,54.4,50,0,58,2.3,1.97,339,340,3.6,2.8,33
25,1.88,0.43,0.1,2.7,10.6,13.3,46.7,51,0,66,2,1.98,336,347,3.7,3,31
23.3,1.88,0.44,0.11,2.3,10,12.3,42.1,73,0,70,1.8,1.98,358,360,4,3,26
21.7,1.88,0.4,0.09,2,9.2,11.2,35.7,60,0,75,1.4,1.97,10,8,3.5,3.2,24
21,1.9,0.4,0.09,2.1,11.1,13.2,30.8,61,0,77,1.4,1.99,8,10,3.2,2.8,23
20.4,1.92,0.47,0.1,2.1,14,16.1,24.3,42,0,78,2.2,2.02,8,1,2.5,2.3,23
19.8,1.92,0.48,0.1,2.2,15.7,18,20.4,48,0,78,3.7,2.02,10,16,3,2.8,18
19.2,1.91,0.47,0.08,2.2,14.1,16.2,21,34,0,79,3.2,1.99,12,16,3.7,2.8,14
18.7,1.91,0.42,0.07,2.1,13.7,15.8,19.3,32,0,80,3.4,1.98,17,8,3.4,2.9,16
18.3,1.92,0.4,0.06,2.2,15.9,18.1,15.9,23,0,80,4.2,1.98,14,19,3.4,3.2,12
18,1.92,0.33,0.07,2,17.5,19.5,16.3,24,0,81,4.7,1.99,15,7,4,3,15
17.8,1.91,0.34,0.04,2.1,18.9,21,13.8,27,0,82,6,1.96,12,8,4.3,3.6,14
17.5,1.91,0.32,0.04,2,13,15,19.1,25,0,83,4.4,1.95,9,7,3.8,3.5,14
17.2,1.92,0.35,0.04,2,14.2,16.2,15.8,22,0,83,4.9,1.96,12,13,3.3,3.4,9
17.1,1.94,0.32,0.06,2,13.7,15.7,15.4,26,0,83,3.3,2,18,19,3.2,2.9,8
17.3,1.93,0.27,0.06,2.1,13.1,15.2,17.2,29,0,82,2.4,2,20,20,2.7,2.6,15
17.6,1.95,0.31,0.09,3.3,13.4,16.7,17,31,0,81,2,2.03,15,20,2.5,2.1,14
19,1.96,0.38,0.11,5.6,11.9,17.5,18,36,0,77,2.2,2.07,21,17,1.7,2.1,16
21.2,1.97,0.42,0.12,6.1,11.5,17.6,22.6,44,0,70,2.7,2.08,25,31,2.4,2.2,18
23.4,1.97,0.46,0.13,5.6,11.8,17.4,30.9,54,0,63,2.9,2.1,17,350,2,1.7,24
25.4,1.94,0.41,0.1,4,10.3,14.2,43.2,54,0,57,2.6,2.04,1,6,2.9,2.2,28
26.5,1.92,0.37,0.08,3,7.6,10.6,52.9,43,0,53,2.4,2,351,353,2.8,2.1,26
27.2,1.9,0.35,0.07,2.7,6.7,9.4,50.8,35,0,51,3,1.97,332,326,2.8,2.2,23
27.6,1.88,0.37,0.07,3,7.1,10.1,51.3,39,0,51,3.1,1.95,345,345,2.6,2.1,11
26.8,1.88,0.35,0.08,2.7,8.1,10.9,56,59,0,58,2.8,1.96,330,340,3.7,2.7,13
25.1,1.87,0.36,0.09,2.5,9,11.4,53.4,57,0,66,2.6,1.96,331,337,2.7,3,24
23.8,1.88,0.41,0.11,2.1,10.4,12.5,45.2,53,0,71,2.3,1.99,351,359,2.9,2.5,20
22.5,1.89,0.43,0.12,2,12.1,14.1,38.3,45,0,76,2.2,2.01,358,8,3.6,2.6,22
21.6,1.9,0.36,0.08,1.9,9,10.9,37.6,57,0,79,1.6,1.98,10,9,3.6,2.9,16
20.9,1.91,0.38,0.08,2,10.4,12.3,33.6,49,0,80,2,1.99,9,17,3.3,3,18
20.4,1.94,0.41,0.08,2,13.6,15.7,26.6,47,0,81,2.6,2.02,14,19,2.7,2.5,13
19.9,1.99,0.45,0.09,2.1,15.5,17.7,21.1,51,0,81,3.4,2.08,13,18,2.6,2.4,18
19.6,2.01,0.4,0.09,2,13.3,15.2,20.4,37,0,80,2.8,2.09,13,7,2.8,2.3,21
19.2,1.99,0.38,0.08,1.9,13.3,15.2,16.6,39,0,82,2.9,2.06,12,11,3.5,2.6,23
18.8,1.99,0.41,0.07,1.4,16.7,18.1,12.2,41,0,83,3.3,2.07,11,20,2.5,2.4,25
18.7,1.99,0.39,0.08,1.2,16,17.2,11.4,44,0,83,2.8,2.06,10,4,2.8,2.6,21
18.6,1.97,0.4,0.07,1.3,15.1,16.4,11.8,34,0,83,3.3,2.04,9,9,3.6,2.9,23
18.6,1.93,0.35,0.05,1.2,13.5,14.6,15.5,32,0,84,3.5,1.98,10,9,2.8,2.6,18
18.5,1.9,0.28,0.05,0.9,8.4,9.3,25.2,33,0,84,2.3,1.94,11,10,3.6,3.1,21
18.5,1.89,0.29,0.05,1,9.4,10.4,25,37,0,84,2.2,1.93,11,17,4.6,3.7,20
18.7,1.89,0.42,0.08,2,12.7,14.7,23.3,49,0,83,2.3,1.97,13,16,3.1,3.2,25
19.6,1.9,0.4,0.09,3.3,12.3,15.6,23.5,34,0,78,2.1,1.99,12,12,2.7,3,20
21,1.92,0.42,0.12,4.9,12.5,17.3,24.1,40,0,73,1.9,2.04,14,14,3,2.5,20
22.5,1.9,0.37,0.1,4.4,11,15.4,32.2,37,0,65,1.9,2,19,15,3.9,3,18
24.3,1.89,0.39,0.09,3.1,9.9,13,40,53,0,58,2.4,1.98,8,20,3.6,3,15
25.6,1.89,0.43,0.08,2.9,10.5,13.4,45,72,0,54,3.1,1.97,4,5,3.3,2.7,13
25.6,1.88,0.38,0.07,2.2,8.9,11.1,53,84,0,55,2.8,1.95,348,334,3.9,2.9,9
25.2,1.87,0.35,0.07,1.6,7.3,8.9,58.5,103,0,57,2.1,1.94,353,359,3.9,3.8,13
24.4,1.87,0.34,0.08,1.3,7.1,8.5,54.9,113,0,60,1.8,1.95,353,360,3.5,3.4,9
23.6,1.87,0.4,0.1,1.5,8.6,10.2,51.5,99,0,63,1.8,1.97,352,349,3.1,3,11
22.2,1.88,0.4,0.09,1.1,9,10.1,46.2,85,0,68,1.6,1.97,359,358,3,3,10
21.4,1.89,0.44,0.12,1.1,12.7,13.8,37,84,0,70,1.8,2.01,10,13,3,2.8,13
21,1.91,0.43,0.11,1.2,14.9,16,29.5,86,0,70,2.2,2.02,13,13,2.9,2.5,13
20.2,1.93,0.47,0.12,1.4,19.8,21.1,19.7,58,0,71,3.2,2.05,11,14,2.3,2.4,13
19.4,1.95,0.52,0.13,1.6,23,24.6,13.2,50,0,74,3.5,2.08,13,15,2.6,2.1,17
18.7,1.95,0.49,0.11,1.7,20,21.7,13.5,44,0,76,3.2,2.06,17,14,2.5,2.2,17
18.2,1.95,0.47,0.13,1.3,20.8,22.1,11,43,0,78,3,2.08,9,11,2.9,2.5,17
17.8,1.97,0.5,0.14,1.4,22.3,23.7,7.9,39,0,80,3.5,2.11,13,17,2.5,2.7,16
17.6,2,0.56,0.14,2.3,29.8,32.1,2.7,42,0,81,4.7,2.14,26,17,2.4,2.2,14
17.4,2,0.56,0.12,2,26.6,28.7,3.3,38,0,82,4.8,2.11,10,11,3,2.4,15
17.2,1.97,0.42,0.11,2.2,25.1,27.2,6.5,31,0,83,4,2.08,9,17,2.8,2.9,11
17.5,1.93,0.29,0.08,1.2,14.7,15.9,16.5,23,0,82,2.9,2,11,8,3.3,3,11
18.1,1.92,0.29,0.09,1.1,15.5,16.7,16.4,27,0,79,2.8,2.01,10,7,2.9,3.1,10
17.9,1.95,0.39,0.16,1.6,19.5,21.1,8.5,34,0,79,2.5,2.11,15,4,2.4,2.1,8
18.2,1.97,0.55,0.18,7.6,21.1,28.6,8.7,53,0,78,2.7,2.16,7,17,2.8,2.3,14
19.8,1.97,0.57,0.21,8.8,19.6,28.4,14.1,40,0,73,2.6,2.19,18,17,2.1,1.9,18
21.8,1.97,0.52,0.2,9.8,19,28.8,21.3,50,0,67,2.7,2.17,4,344,2.5,1.8,28
23.9,1.93,0.41,0.14,4.7,13,17.7,36.2,46,0,61,2.3,2.06,349,360,2.7,2.6,25
25.6,1.9,0.39,0.11,2.6,10.4,13.1,48,45,0,58,2.8,2,359,347,2.5,2.3,25
26.5,1.89,0.37,0.08,1.8,8.8,10.6,57.5,52,0,58,2.9,1.97,339,307,2.8,2.1,18
26.6,1.87,0.33,0.07,1.6,7.8,9.4,56.4,50,0,63,2.3,1.94,318,310,3.2,2.7,19
25.5,1.87,0.32,0.06,1.5,7,8.5,52.7,54,0,69,2,1.93,312,315,3.1,3.3,17
25.1,1.87,0.36,0.07,1.7,8.4,10.1,50.1,45,0,70,2.1,1.94,319,318,2.7,2.6,16
24,1.86,0.42,0.1,1.8,10.6,12.4,46.8,43,0,73,2.1,1.96,321,332,3.4,2.8,14
22.5,1.85,0.42,0.1,1.3,11,12.3,41.3,40,0,79,1.9,1.95,337,338,3,2.7,12
21.5,1.86,0.44,0.11,0.9,13,13.9,35.1,41,0,83,1.9,1.96,351,356,2.4,2.5,15
21.2,1.87,0.44,0.11,1.1,14.7,15.8,31.5,44,0,84,2.1,1.98,359,357,2.6,2.2,21
21.2,1.88,0.42,0.1,1,13.9,14.9,29.7,44,0,85,2,1.98,1,12,2.6,2.3,15
21.3,1.92,0.39,0.09,1,12,13,33.7,36,0,84,1.7,2.01,11,10,2.6,2.6,17
21.4,1.93,0.4,0.12,1,14.1,15.1,29.1,45,0,84,2.1,2.04,20,24,2.3,2.2,14
21.3,1.96,0.47,0.16,1.2,18.4,19.5,21.8,71,0,85,3.2,2.12,21,24,2.1,2,24
21.1,2.01,0.48,0.15,1.2,20.8,22,16.3,54,0,86,3.8,2.16,28,30,1.7,1.7,27
21,2.05,0.51,0.16,2.3,22.5,24.7,12.8,63,0,87,3.8,2.21,47,63,1.3,1.2,36
21.1,2.07,0.52,0.2,2.4,19.7,22.1,14.6,70,0,85,3.9,2.27,75,57,1,1,36
20.7,2.15,0.5,0.19,2.3,17.5,19.7,12.4,67,0,86,2.8,2.34,358,6,2.4,1.8,37
19.9,2.1,0.39,0.14,2.1,12.2,14.3,15.8,55,0,90,2.3,2.24,16,23,2.6,2.5,32
20,2.05,0.4,0.15,2.1,13.7,15.8,16.2,59,0,90,2.5,2.2,19,19,2.5,2.5,33
20.1,2.01,0.47,0.15,2.5,15.6,18.1,14.8,72,0,90,2.3,2.16,20,19,3.1,2.6,38
20.5,1.99,0.65,0.19,5.7,20,25.7,12,86,0,89,3,2.18,14,14,3.4,2.7,40
21.9,1.96,0.7,0.22,9.2,20.5,29.7,17.2,77,0,84,3.6,2.18,19,21,3.1,2.5,43
24.1,1.94,0.51,0.2,7.9,16.7,24.5,28,70,0,74,3.3,2.14,25,33,2.8,2.2,42
26.2,1.92,0.5,0.18,6.3,15.9,22.2,35,64,0,64,3.6,2.1,16,11,2.4,2.3,42
28.4,1.89,0.47,0.14,5.5,13.5,19,40.2,53,0,54,3.6,2.03,5,27,2.2,1.9,37
29.1,1.88,0.39,0.1,3.4,10.1,13.4,52.4,43,0,53,2.9,1.98,335,304,3.1,2.3,24
28.5,1.88,0.33,0.08,2.8,8.9,11.7,60.4,55,0,59,2.8,1.96,328,351,3.7,3,23
28.6,1.86,0.32,0.09,2.5,8,10.5,58.7,59,0,57,2.4,1.95,337,322,3.8,2.8,18
27.9,1.86,0.34,0.1,2.6,8.5,11,53,53,0,59,2.2,1.96,337,336,3.2,2.9,15
26.8,1.87,0.4,0.12,2.9,10.4,13.4,46.4,57,0,63,2,1.99,331,330,2.8,2.7,8
25.4,1.89,0.47,0.14,2.4,12.6,15,41.3,76,0,66,2,2.03,357,14,2.6,2.3,15
24,1.89,0.5,0.15,2.2,13.3,15.5,36.6,77,0,68,1.6,2.04,357,356,2.8,2.2,18
22.9,1.9,0.41,0.11,2,11.4,13.4,40.8,70,0,73,1.6,2.02,13,22,2.2,1.9,25
22.2,1.94,0.47,0.15,2,15.1,17.2,35.3,64,0,76,2.2,2.09,14,5,1.6,1.6,20
21.7,1.96,0.46,0.15,2.1,16.6,18.7,28.8,64,0,78,2.5,2.11,349,347,2.1,1.6,30
21.4,1.96,0.39,0.13,2.2,15.9,18.1,22.7,54,0,79,2.6,2.08,13,2,1.8,1.9,23
21.1,1.97,0.35,0.13,2.2,15,17.2,19.2,46,0,80,2.4,2.09,5,8,2.9,2.2,33
21,2.01,0.4,0.15,2.2,21.8,24.1,10.1,50,0,80,2.9,2.16,10,11,2.6,2.1,30
20.8,1.99,0.52,0.16,1.3,24.8,26.1,7.6,46,0,80,3.5,2.15,15,9,2.2,2,34
20.4,1.97,0.45,0.16,1.1,19.5,20.6,10.3,45,0,81,3.1,2.13,15,17,2.1,2.2,25
20.3,1.99,0.36,0.16,0.8,17.8,18.6,9.9,45,0,81,2.5,2.16,18,29,2.1,2,30
20.3,2.01,0.35,0.16,0.8,18,18.7,8.5,43,0,81,2.5,2.17,12,10,3.1,2.3,22
20.2,1.98,0.35,0.16,0.9,13.8,14.7,13.4,39,0,81,2,2.13,11,15,2.4,2.4,30
20.1,1.98,0.35,0.13,1.1,15.3,16.4,14.8,35,0,81,1.9,2.11,13,15,2.4,2.1,20
20.4,1.99,0.55,0.2,5.6,19.7,25.3,11,55,0,81,2.7,2.19,13,24,2.1,2.4,25
22,1.95,0.54,0.21,7.4,18.4,25.8,19.7,49,0,75,2.6,2.17,15,8,3.3,2.6,19
23.8,1.93,0.42,0.14,5,15,20,30.9,55,0,69,2.5,2.07,16,18,3.1,2.6,22
25.8,1.91,0.41,0.14,3.6,14.1,17.8,41.8,73,0,64,2.2,2.05,11,12,2.4,2,24
27.4,1.88,0.37,0.11,2.1,10.8,12.9,52.4,54,0,59,2.1,1.99,352,319,3,1.7,23
28.7,1.86,0.35,0.08,1.3,7.5,8.8,56.5,42,0,55,2.1,1.94,336,314,2.7,1.4,21
28.5,1.88,0.36,0.08,1.4,9.2,10.6,60.7,58,0,60,2.7,1.96,306,303,3.2,2.6,16
27.6,1.86,0.32,0.07,1.2,8.8,9.9,57.1,51,0,64,2.2,1.93,316,315,3.5,2.9,15
25.9,1.85,0.33,0.08,1.3,8.4,9.7,52.6,55,0,70,2.1,1.93,330,339,3.2,3.1,15
25.1,1.85,0.4,0.11,1.3,10.5,11.8,49,55,0,73,2.2,1.96,333,329,3.7,3.1,18
23.9,1.86,0.45,0.13,1.1,13.1,14.1,42,47,0,77,2.2,1.99,335,336,3.2,2.4,20
23.4,1.88,0.53,0.16,1.1,15.8,16.9,35.4,63,0,78,1.9,2.04,350,345,2.3,2.1,22
22.7,1.88,0.41,0.1,0.8,11.3,12,40,53,0,77,1.4,1.98,358,359,3,2.5,25
21.9,1.91,0.42,0.1,0.6,11.6,12.2,43.1,47,0,79,1.3,2.01,357,348,2.8,2.3,18
21.3,1.93,0.44,0.12,0.9,12.5,13.4,41.7,47,0,81,1.5,2.04,360,5,2.8,2.3,20
20.8,1.96,0.44,0.12,0.9,13.5,14.4,32.2,62,0,83,2.1,2.08,4,5,3.1,2.4,20
20.5,2,0.5,0.14,1,17.3,18.3,18.9,65,0,84,2.9,2.14,13,15,2.9,2.2,36
20.2,2.02,0.54,0.17,0.9,18.9,19.8,12.7,62,0,84,3.2,2.19,14,23,2.1,1.9,34
20,2.02,0.54,0.18,0.9,21.4,22.3,9,61,0,84,3.9,2.2,6,0,2.3,1.8,37
19.6,2.06,0.55,0.17,0.8,20.5,21.2,8.4,64,0,85,3.8,2.22,9,12,2.5,2,39
19.4,2.02,0.57,0.15,0.8,19.3,20.1,9.6,61,0,86,4.2,2.17,13,16,3.3,2.4,38
19.3,2,0.47,0.17,0.5,16.6,17.1,13.2,57,0,86,3.3,2.17,20,22,2.8,2.4,42
19.3,1.99,0.39,0.13,0.3,12.5,13,19.7,47,0,86,2.3,2.13,16,16,2.7,2.8,34
19.1,2.02,0.47,0.16,1.1,20.3,21.4,10.8,58,0,87,2.5,2.19,23,21,1.8,2.3,35
19.6,2.03,0.64,0.21,5.2,24.7,29.8,12.7,58,0,86,2.9,2.24,21,21,2.5,2.2,38
21.1,2,0.61,0.17,6.3,18.8,25.2,21.6,49,0,81,3.4,2.17,6,1,3,2.7,33
22.9,1.99,0.58,0.19,5.3,17.7,23,30,57,0,74,3.8,2.19,10,17,2.1,1.8,35
24.7,1.99,0.59,0.19,4.6,17.3,21.9,42,72,0,68,3.9,2.18,2,338,2.7,1.9,33
26.6,1.94,0.54,0.18,2.6,13.5,16.1,59.5,1000,7.8,61,3.6,2.12,14,31,1.5,1.2,33
27.4,1.9,0.45,0.11,1,10.2,11.2,65.4,59,0,60,3.1,2.01,315,0,0,1.2,47
23.8,1.89,0.4,0.09,0.7,8.6,9.3,71.5,55,0,61,2.8,1.97,288,284,1.7,1.6,42
27.5,1.83,0.31,0.06,0.9,7.5,8.4,60.3,41,0,60,2.9,1.88,227,221,3.9,2.3,36
26.7,1.81,0.26,0.06,0.9,6.1,6.9,51.9,32,0,64,2.2,1.87,240,256,2.4,2.2,18
25.9,1.82,0.29,0.07,0.7,6.4,7.1,49.2,35,0,67,2.1,1.88,261,333,1.7,1.3,11
25.3,1.86,0.52,0.15,0.7,15.1,15.7,41.7,41,0,70,2.8,2.01,324,329,1.7,1.4,10
24,1.87,0.59,0.16,0.3,18.7,19.2,38.8,53,0,77,3.2,2.04,345,359,1.9,1.7,17
23.5,1.89,0.55,0.18,0.3,17.4,17.7,37.4,51,0,78,2.4,2.06,28,33,1.9,1.6,27
23.6,1.94,0.66,0.24,0.8,25.6,26.4,26.9,56,0,77,2.8,2.18,54,70,1,1,32
23.7,2.01,0.94,0.36,0.9,40,40.9,12.4,62,0,76,2.9,2.37,43,67,0.7,0.9,22
23.4,2.06,0.91,0.36,1.5,37.2,38.7,12.8,71,0,77,4.5,2.42,96,109,1.1,0.9,26
23.3,2.06,0.68,0.26,0.9,25.6,26.5,21.3,60,0,77,3,2.32,84,76,0.6,0.5,24
22.9,2.21,0.75,0.31,0.6,27.6,28.2,15.5,57,0,78,2.8,2.53,153,167,0.5,0.5,31
22.5,2.24,0.53,0.22,0.9,19.7,20.6,23.1,49,0,79,2.2,2.47,161,156,0.5,0.5,27
22.3,2.17,0.42,0.14,0.6,14.8,15.5,28.5,47,0,79,2.1,2.31,156,153,0.6,0.7,25
22.1,2.31,0.54,0.35,0.9,24.1,25,15.3,61,0,80,2.5,2.66,22,27,2.2,1.3,30
21.1,2.6,0.5,0.25,1.8,25.9,27.7,5.3,78,0,87,2.5,2.85,20,22,2.5,2.1,33
20.8,2.34,0.52,0.24,1.6,22.4,23.9,8.6,91,0,89,2.9,2.58,29,34,2.1,1.9,44
20.7,2.22,0.6,0.26,2,22.5,24.5,7.8,90,0,89,3.3,2.48,27,28,2.1,1.8,50
20.9,2.11,0.64,0.21,4.5,20.9,25.3,10.7,84,0,89,3.3,2.32,25,22,2.3,2.1,57
22.2,2.02,0.59,0.19,6.3,18,24.3,20.1,83,0,83,3.7,2.21,29,35,2.6,2.1,56
24.2,1.96,0.5,0.17,4.3,14.8,19.1,32.5,74,0,74,3.3,2.12,29,22,2.4,2,51
25.4,1.9,0.44,0.13,2.7,12.2,14.9,43.3,64,0,68,3,2.03,37,52,2,1.5,41
26.4,1.85,0.4,0.08,1.4,9,10.4,53.2,60,0,61,3,1.94,356,320,1.7,0.8,38
27.5,1.83,0.39,0.07,0.8,8,8.9,62.6,40,0,54,2.7,1.91,358,301,1.9,0.9,27
26.9,1.88,0.38,0.07,1,8.4,9.4,64.9,59,0,64,2.2,1.95,303,309,3.3,2.7,28
25.2,1.88,0.37,0.07,1.2,8.8,9.9,61,57,0,72,1.9,1.95,324,338,3.3,2.9,25
24.8,1.85,0.36,0.06,1,8.1,9.1,58.5,54,0,71,1.5,1.91,349,3,3.9,3,25
23.8,1.86,0.45,0.09,1,10.6,11.6,54.7,66,0,73,1.9,1.95,1,355,3,2.8,27
22.8,1.89,0.44,0.09,1,11.6,12.5,47,80,0,75,1.6,1.98,7,7,2.6,3,31
21.9,1.89,0.45,0.1,0.8,14.3,15.1,39.3,63,0,78,1.7,1.99,12,7,2.9,2.7,32
21.5,1.92,0.48,0.14,0.7,16.2,16.9,33.9,62,0,79,1.9,2.06,23,26,1.9,2.2,34
21.3,1.95,0.55,0.16,0.9,20,20.9,29.4,66,0,77,2.7,2.11,26,20,2.6,2.1,30
21.1,1.98,0.6,0.17,0.9,22.3,23.2,24,64,0,77,2.8,2.15,5,4,2.3,2,35
20.6,1.99,0.56,0.13,0.9,18.1,19,22.6,63,0,79,2.5,2.12,2,6,3,2.2,31
20.2,1.97,0.47,0.11,0.9,16.8,17.6,20.6,50,0,82,2.9,2.08,13,12,2.3,2.7,27
19.5,1.98,0.44,0.1,1,14.2,15.2,21.3,43,0,85,1.9,2.08,9,4,2.5,2.2,22
19.1,1.97,0.42,0.08,1.2,12,13.1,21.9,38,0,84,2.7,2.05,13,18,3.4,2.8,16
18.9,1.97,0.48,0.1,1,13.4,14.4,20.1,40,0,82,3.5,2.07,15,1,3,2.9,16
18.7,1.97,0.56,0.08,1.2,16.9,18.1,14.1,38,0,81,4.6,2.05,5,5,2.7,2.8,23
18.6,1.96,0.54,0.08,1.4,17.6,19,15.5,32,0,81,4.9,2.04,15,14,3.5,3.1,27
18.8,1.96,0.47,0.07,1.2,14.6,15.8,21.5,26,0,79,3.8,2.02,15,7,2.8,2.6,26
18.5,1.98,0.43,0.09,1.3,12.4,13.7,20.8,35,0,80,2.4,2.06,12,15,2.1,2.8,21
18.6,2,0.48,0.11,2.5,14.5,17,17.5,37,0,81,2.3,2.11,13,29,2.9,2.8,17
19.9,2.02,0.54,0.14,5,15.1,20.1,20.2,47,0,77,2.6,2.16,13,24,2.7,2.6,16
21.9,1.99,0.53,0.14,4.1,13.5,17.7,31.1,55,0,70,2.6,2.13,15,346,2.3,2.4,26
23.1,1.96,0.5,0.1,3.2,11.5,14.7,38.4,53,0,65,2.7,2.06,0,345,3.8,2.7,30
24.6,1.92,0.43,0.08,2.1,8.4,10.5,52.2,52,0,62,2.5,2,353,332,3.9,2.7,27
25.1,1.9,0.4,0.07,1.6,8.2,9.8,59.5,49,0,61,2.4,1.97,345,337,3.1,2.8,18
25.4,1.88,0.37,0.06,1.6,7,8.6,60,59,0,60,2.2,1.95,346,8,3.3,3,16
25.4,1.88,0.35,0.06,1.4,6.8,8.2,58.9,71,0,60,2,1.94,343,310,4.3,3,21
23.9,1.88,0.39,0.07,1.2,8.7,9.9,63.4,74,0,67,2.5,1.95,335,342,4.2,3.4,19
22.8,1.87,0.39,0.08,1.4,9.2,10.5,58.1,61,0,71,2.5,1.95,337,332,4.3,3.3,23
21.5,1.87,0.4,0.1,1.3,10.6,11.9,47.6,46,0,77,2.2,1.97,344,357,3.4,3,13
20.7,1.87,0.38,0.09,1.2,11.3,12.5,41.4,50,0,80,2,1.95,358,2,3.3,3,15
20.5,1.87,0.37,0.08,0.9,11.9,12.9,37,51,0,82,1.9,1.95,351,354,3.4,2.9,13
20.2,1.88,0.32,0.06,1.1,9.9,11,38,49,0,82,1.5,1.94,358,357,2.9,2.6,16
20.1,1.89,0.33,0.06,0.8,9.7,10.5,35.3,46,0,82,1.4,1.95,2,4,3.1,2.7,8
